stkcd,stock,name,year,is_crawled
430198,微创光电,武汉微创光电股份有限公司,2012,1.0
430198,微创光电,武汉微创光电股份有限公司,2013,1.0
430198,微创光电,武汉微创光电股份有限公司,2014,0.0
430198,微创光电,武汉微创光电股份有限公司,2015,0.0
430198,微创光电,武汉微创光电股份有限公司,2016,0.0
430199,了望股份,北京了望投资顾问股份有限公司,2013,0.0
430199,了望股份,北京了望投资顾问股份有限公司,2014,0.0
430199,了望股份,北京了望投资顾问股份有限公司,2015,0.0
430199,了望股份,北京了望投资顾问股份有限公司,2016,0.0
430201,腾实信,北京腾实信科技股份有限公司,2014,0.0
430201,腾实信,北京腾实信科技股份有限公司,2015,1.0
430201,腾实信,北京腾实信科技股份有限公司,2016,0.0
430202,星河科技,北京星河康帝思科技开发股份有限公司,2012,0.0
