stkcd,stock,name,year,is_crawled
831126,元鼎科技,北京元鼎时代科技股份有限公司,2015,1
831138,光影侠,光影侠,2015,1
832137,罗伯特,安徽罗伯特科技股份有限公司,2016,1
831479,湘联股份,湖南湘联节能科技股份有限公司,2014,1
835151,中科星冠,北京中科星冠生物技术股份有限公司,2015,1
836686,超能国际,深圳市超能国际供应链管理股份有限公司,2015,1
831660,富深协通,江苏富深协通科技股份有限公司,2015,1
430339,中搜网络,北京中搜网络技术股份有限公司,2015,1
832296,天维尔,天维尔信息科技股份有限公司,2015,1
837794,芝友医疗,武汉友芝友医疗科技股份有限公司,2015,1
835227,德品医疗,苏州德品医疗科技股份有限公司,2015,1
830821,雪郎生物,安徽雪郎生物科技股份有限公司,2015,1
430621,固安信通,固安信通信号技术股份有限公司,2016,1
430080,尚水股份,北京尚水信息技术股份有限公司,2016,1
831134,爱特科技,常州爱特科技股份有限公司,2014,1
